Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Angola","AGO","Cross-country public sector pay comparison ratio, by occupation: Senior official (using median)","BI.PWK.CMPA.SN.MD",,,,,,,,,,,,,,,,,,"0.526265135484676",,,,,
"Angola","AGO","Cross-country public sector pay comparison ratio, by occupation: University teacher (using mean)","BI.PWK.CMPA.UT.SM",,,,,,,,,,,,,,,,,,"0.672892128788284",,,,,
"Angola","AGO","Cross-country public sector pay comparison ratio, by occupation: University teacher (using median)","BI.PWK.CMPA.UT.MD",,,,,,,,,,,,,,,,,,"0.836468584748088",,,,,
"Angola","AGO","Education workers, as a share of public formal employees","BI.EMP.FRML.ED.PB.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Education workers, as a share of public paid employees","BI.EMP.PWRK.ED.PB.ZS","0.192616626620293",,,,,,,,"0.244527295231819",,,,,,"0.1343162804842",,,,,,,,
"Angola","AGO","Education workers, as a share of public total employees","BI.EMP.TOTL.ED.PB.ZS","0.192616626620293",,,,,,,,"0.244527295231819",,,,,,"0.1343162804842",,,,,,,,
"Angola","AGO","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Female to male wage ratio in the public sector (using median)","BI.WAG.PUBS.FM.MD",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees","BI.PWK.PRVS.FE.ZS","0.255768358707428",,,,,,,,"0.320480197668076",,,,,,"0.309085756540298",,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by occupational group: Clerks","BI.PWK.PRVS.CK.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by occupational group: Elementary occupation","BI.PWK.PRVS.EO.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by occupational group: Managers","BI.PWK.PRVS.SN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by occupational group: Professionals","BI.PWK.PRVS.PN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by occupational group: Technicians","BI.PWK.PRVS.TN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by wage quintile: Quintile 1","BI.PWK.PRVS.FE.Q1.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by wage quintile: Quintile 2","BI.PWK.PRVS.FE.Q2.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by wage quintile: Quintile 3","BI.PWK.PRVS.FE.Q3.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by wage quintile: Quintile 4","BI.PWK.PRVS.FE.Q4.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of private paid employees by wage quintile: Quintile 5","BI.PWK.PRVS.FE.Q5.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","0.306509375572205",,,,,,,,"0.278335481882095",,,,,,"0.307926297187805",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Core Public Administration","BI.PWK.PUBS.CA.FE.ZS","0.317337065935135",,,,,,,,"0.199075743556023",,,,,,"0.336797714233398",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Education","BI.PWK.PUBS.ED.FE.ZS","0.506978392601013",,,,,,,,"0.347579181194305",,,,,,"0.416073054075241",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Health","BI.PWK.PUBS.HE.FE.ZS","0.63411682844162",,,,,,,,"0.6298006772995",,,,,,"0.482206404209137",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Public Administration","BI.PWK.PUBS.PA.FE.ZS","0.179402276873589",,,,,,,,"0.127107575535774",,,,,,"0.23915134370327",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Public Safety","BI.PWK.PUBS.PS.FE.ZS","0.0889519155025482",,,,,,,,"0.0823194608092308",,,,,,"0.105587564408779",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Social Security","BI.PWK.PUBS.SS.FE.ZS","0.217122167348862",,,,,,,,"0.209453016519547",,,,,,"0.307692319154739",,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by industry: Teachers","BI.PWK.PUBS.TS.FE.ZS","0.470380544662476",,,,,,,,"0.338169485330582",,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupation: Medical workers","BI.PWK.PUBS.MW.FE.ZS","0.535865426063538",,,,,,,,"0.402562260627747",,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupational group: Clerks","BI.PWK.PUBS.CK.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupational group: Elementary occupation","BI.PWK.PUBS.EO.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupational group: Managers","BI.PWK.PUBS.SN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupational group: Professionals","BI.PWK.PUBS.PN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by occupational group: Technicians","BI.PWK.PUBS.TN.FE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by wage quintile: Quintile 1","BI.PWK.PUBS.FE.Q1.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by wage quintile: Quintile 2","BI.PWK.PUBS.FE.Q2.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by wage quintile: Quintile 3","BI.PWK.PUBS.FE.Q3.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by wage quintile: Quintile 4","BI.PWK.PUBS.FE.Q4.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Females, as a share of public paid employees by wage quintile: Quintile 5","BI.PWK.PUBS.FE.Q5.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the private sector, by industry: Education (compared to male paid employees)","BI.WAG.PRVS.ED.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the private sector, by industry: Health (compared to male paid employees)","BI.WAG.PRVS.HE.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the private sector, by occupation: Medical workers (compared to male paid employees)","BI.WAG.PRVS.MW.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the private sector, by occupation: Teachers (compared to male paid employees)","BI.WAG.PRVS.TS.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Core Public Administration (compared to male paid employees)","BI.WAG.PUBS.CA.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Education (compared to male paid employees)","BI.WAG.PUBS.ED.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Health (compared to male paid employees)","BI.WAG.PUBS.HE.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Public Administration (compared to male paid employees)","BI.WAG.PUBS.PA.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Public Safety (compared to male paid employees)","BI.WAG.PUBS.PS.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Gender wage premium in the public sector, by industry: Social Security (compared to male paid employees)","BI.WAG.PUBS.SS.FM",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Health workers, as a share of public formal employees","BI.EMP.FRML.HE.PB.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Health workers, as a share of public paid employees","BI.EMP.PWRK.HE.PB.ZS","0.107649236917496",,,,,,,,"0.0936831161379814",,,,,,"0.0137873506173491",,,,"0.00104514427948743",,,,
"Angola","AGO","Health workers, as a share of public total employees","BI.EMP.TOTL.HE.PB.ZS","0.107649236917496",,,,,,,,"0.0936831161379814",,,,,,"0.0137873506173491",,,,"0.00104514427948743",,,,
"Angola","AGO","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","0.0728133916854858",,,,,,,,"0.098992221057415",,,,,,"0.0728952810168266",,,,,,,,
"Angola","AGO","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","0.0370121896266937",,,,,,,,"0.0737585201859474",,,,,,"0.040031436830759",,,,,,,,
"Angola","AGO","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","0.759052336215973",,,,,,,,"0.647593915462494",,,,,,"0.496326565742493",,,,,,,,
"Angola","AGO","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","0.604095816612244",,,,,,,,"0.517069637775421",,,,,,"0.338891893625259",,,,,,,,
"Angola","AGO","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","0.134714111685753",,,,,,,,"0.136929407715797",,,,,,"0.315266758203506",,,,,,,,
"Angola","AGO","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","0.274198800325394",,,,,,,,"0.234464079141617",,,,,,"0.416597068309784",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","0.0334201566874981",,,,,,,,"0.116484463214874",,,,,,"0.115511417388916",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of private paid employees, by industry: Education","BI.PWK.PRVS.TT.ED.ZS","0.18438583612442",,,,,,,,"0.309929728507996",,,,,,"0.289385914802551",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of private paid employees, by industry: Health","BI.PWK.PRVS.TT.HE.ZS",,,,,,,,,"0.162576004862785",,,,,,"0.20833332836628",,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of private paid employees, by occupation: Medical workers","BI.PWK.PRVS.TT.MW.ZS","0.0231154672801495",,,,,,,,"0.28383594751358",,,,,,,,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of private paid employees, by occupation: Teachers","BI.PWK.PRVS.TT.TS.ZS","0.200672701001167",,,,,,,,"0.21135775744915",,,,,,,,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","0.0846931934356689",,,,,,,,"0.174707770347595",,,,,,"0.204479590058327",,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of public paid employees, by industry: Core Public Administration","BI.PWK.PUBS.TT.CA.ZS","0.116594947874546",,,,,,,,"0.102925911545753",,,,,,"0.265776813030243",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of public paid employees, by industry: Education","BI.PWK.PUBS.TT.ED.ZS","0.0888814777135849",,,,,,,,"0.239761129021645",,,,,,"0.310420483350754",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of public paid employees, by industry: Health","BI.PWK.PUBS.TT.HE.ZS","0.0517522282898426",,,,,,,,"0.137118503451347",,,,,,"0.192170813679695",,,,,,,,
"Angola","AGO","Individuals with tertiary education as a share of public paid employees, by industry: Public Administration","BI.PWK.PUBS.TT.PA.ZS","0.0795994251966476",,,,,,,,"0.183844536542892",,,,,,"0.220227643847466",,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of public paid employees, by industry: Public Safety","BI.PWK.PUBS.TT.PS.ZS","0.0569316707551479",,,,,,,,"0.234310388565063",,,,,,"0.157838270068169",,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of public paid employees, by industry: Social Security","BI.PWK.PUBS.TT.SS.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of public paid employees, by occupation: Medical workers","BI.PWK.PUBS.TT.MW.ZS","0.272270649671555",,,,,,,,"0.113905593752861",,,,,,,,,,,,,,
"Angola","AGO","Individuals with tertiary Education as a share of public paid employees, by occupation: Teachers","BI.PWK.PUBS.TT.TS.ZS","0.114157527685165",,,,,,,,"0.183858603239059",,,,,,,,,,,,,,
"Angola","AGO","Mean age of private paid employees","BI.PWK.AGES.PV.SM","32.3312835693359",,,,,,,,"33.1199378967285",,,,,,"34.9519805908203",,,,,,,,
"Angola","AGO","Mean age of private paid employees, by industry: Education","BI.PWK.AGES.PV.ED.SM","32.7810707092285",,,,,,,,"34.304859161377",,,,,,"35.3454208374023",,,,,,,,
"Angola","AGO","Mean age of private paid employees, by industry: Health","BI.PWK.AGES.PV.HE.SM","33.898307800293",,,,,,,,"39.0803833007813",,,,,,"37.6851844787598",,,,"30.3631744384766",,,,
"Angola","AGO","Mean age of private paid employees, by occupation: Medical workers","BI.PWK.AGES.PV.MW.SM","32.5539779663086",,,,,,,,"31.9930839538574",,,,,,,,,,"31.4914722442627",,,,
"Angola","AGO","Mean age of private paid employees, by occupation: Teachers","BI.PWK.AGES.PV.TS.SM","27.9124546051025",,,,,,,,"30.737699508667",,,,,,,,,,"29.20285987854",,,,
"Angola","AGO","Mean age of public paid employees","BI.PWK.AGES.PB.SM","37.271053314209",,,,,,,,"39.7850646972656",,,,,,"39.616813659668",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Core Public Administration","BI.PWK.AGES.PB.CA.SM","40.3841857910156",,,,,,,,,,,,,,"40.4496421813965",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Education","BI.PWK.AGES.PB.ED.SM","35.8911361694336",,,,,,,,"36.8635482788086",,,,,,"37.9738731384277",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Health","BI.PWK.AGES.PB.HE.SM","37.903694152832",,,,,,,,,,,,,,"41.1334533691406",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Public Administration","BI.PWK.AGES.PB.PA.SM","36.5158538818359",,,,,,,,"42.2403869628906",,,,,,"40.1849708557129",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Public Safety","BI.PWK.AGES.PB.PS.SM","34.0829925537109",,,,,,,,"39.6609573364258",,,,,,"39.8262100219727",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by industry: Social Security","BI.PWK.AGES.PB.SS.SM","34.1734352111816",,,,,,,,"38.1421775817871",,,,,,"38.538459777832",,,,,,,,
"Angola","AGO","Mean age of public paid employees, by occupation: Medical workers","BI.PWK.AGES.PB.MW.SM","37.8052062988281",,,,,,,,"39.4906692504883",,,,,,,,,,"38.6585884094238",,,,
"Angola","AGO","Mean age of public paid employees, by occupation: Teachers","BI.PWK.AGES.PB.TS.SM","34.9686813354492",,,,,,,,"38.8413314819336",,,,,,,,,,"41.3687629699707",,,,
"Angola","AGO","Median age of private paid employees","BI.PWK.AGES.PV.MD","31",,,,,,,,"31",,,,,,"33",,,,,,,,
"Angola","AGO","Median age of private paid employees, by industry: Education","BI.PWK.AGES.PV.ED.MD","29",,,,,,,,"32",,,,,,"33",,,,,,,,
"Angola","AGO","Median age of private paid employees, by industry: Health","BI.PWK.AGES.PV.HE.MD","32",,,,,,,,"39",,,,,,"37",,,,"36",,,,
"Angola","AGO","Median age of private paid employees, by occupation: Medical workers","BI.PWK.AGES.PV.MW.MD","33",,,,,,,,"29",,,,,,,,,,"31",,,,
"Angola","AGO","Median age of private paid employees, by occupation: Teachers","BI.PWK.AGES.PV.TS.MD","26",,,,,,,,"29",,,,,,,,,,"28",,,,
"Angola","AGO","Median age of public paid employees","BI.PWK.AGES.PB.MD","36",,,,,,,,"39",,,,,,"39",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Core Public Administration","BI.PWK.AGES.PB.CA.MD","40",,,,,,,,"46",,,,,,"39",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Education","BI.PWK.AGES.PB.ED.MD","35",,,,,,,,"35",,,,,,"36",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Health","BI.PWK.AGES.PB.HE.MD","36",,,,,,,,,,,,,,"41",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Public Administration","BI.PWK.AGES.PB.PA.MD","35",,,,,,,,"40",,,,,,"40",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Public Safety","BI.PWK.AGES.PB.PS.MD","33",,,,,,,,"38",,,,,,"40",,,,,,,,
"Angola","AGO","Median age of public paid employees, by industry: Social Security","BI.PWK.AGES.PB.SS.MD","34",,,,,,,,"34",,,,,,"34",,,,,,,,
"Angola","AGO","Median age of public paid employees, by occupation: Medical workers","BI.PWK.AGES.PB.MW.MD","38",,,,,,,,"41",,,,,,,,,,"37",,,,
"Angola","AGO","Median age of public paid employees, by occupation: Teachers","BI.PWK.AGES.PB.TS.MD","34",,,,,,,,"38",,,,,,,,,,"40",,,,
"Angola","AGO","Medical workers, as a share of public formal employees","BI.EMP.FRML.MW.PB.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Medical workers, as a share of public paid employees","BI.EMP.PWRK.MW.PB.ZS","0.0210615359246731",,,,,,,,"0.0196283739060164",,,,,,,,,,"0.0125293517485261",,,,
"Angola","AGO","Medical workers, as a share of public total employees","BI.EMP.TOTL.MW.PB.ZS","0.0210615359246731",,,,,,,,"0.0196283739060164",,,,,,,,,,"0.0125293517485261",,,,
"Angola","AGO","Number of employed employees, by industry: Core Public Administration","BI.EMP.TOTL.NO.CA","460",,,,,,,,"324",,,,,,,,,,,,,,
"Angola","AGO","Number of employed employees, by industry: Education","BI.EMP.TOTL.NO.ED","678",,,,,,,,"652",,,,,,"11317",,,,,,,,
"Angola","AGO","Number of employed employees, by industry: Health","BI.EMP.TOTL.NO.HE","420",,,,,,,,"279",,,,,,"1878",,,,"18",,,,
"Angola","AGO","Number of employed employees, by industry: Public Administration","BI.EMP.TOTL.NO.PA","1393",,,,,,,,"886",,,,,,,,,,"2",,,,
"Angola","AGO","Number of employed employees, by industry: Public Safety","BI.EMP.TOTL.NO.PS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Number of employed employees, by industry: Social Security","BI.EMP.TOTL.NO.SS","15",,,,,,,,"46",,,,,,"50",,,,,,,,
"Angola","AGO","Number of employed employees, by occupation: Medical workers","BI.EMP.TOTL.NO.MW","95",,,,,,,,"69",,,,,,,,,,"130",,,,
"Angola","AGO","Number of employed employees, by occupation: Teachers","BI.EMP.TOTL.NO.TS","366",,,,,,,,"349",,,,,,,,,,"776",,,,
"Angola","AGO","Number of employed individuals","BI.EMP.TOTL.NO","23278",,,,,,,,"17361",,,,,,"509107",,,,"37378",,,,
"Angola","AGO","Number of paid employees","BI.PWK.TOTL.NO","6846",,,,,,,,"5077",,,,,,"185506",,,,"9702",,,,
"Angola","AGO","Number of paid employees, by industry: Core Public Administration","BI.PWK.TOTL.NO.CA","459",,,,,,,,"318",,,,,,,,,,,,,,
"Angola","AGO","Number of paid employees, by industry: Education","BI.PWK.TOTL.NO.ED","663",,,,,,,,"640",,,,,,"10577",,,,,,,,
"Angola","AGO","Number of paid employees, by industry: Health","BI.PWK.TOTL.NO.HE","387",,,,,,,,"262",,,,,,"1642",,,,"10",,,,
"Angola","AGO","Number of paid employees, by industry: Public Administration","BI.PWK.TOTL.NO.PA","1388",,,,,,,,"878",,,,,,,,,,,,,,
"Angola","AGO","Number of paid employees, by industry: Public Safety","BI.PWK.TOTL.NO.PS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Number of paid employees, by industry: Social Security","BI.PWK.TOTL.NO.SS","15",,,,,,,,"46",,,,,,"43",,,,,,,,
"Angola","AGO","Number of paid employees, by occupation: Medical workers","BI.PWK.TOTL.NO.MW","91",,,,,,,,"59",,,,,,,,,,"98",,,,
"Angola","AGO","Number of paid employees, by occupation: Teachers","BI.PWK.TOTL.NO.TS","354",,,,,,,,"342",,,,,,,,,,"390",,,,
"Angola","AGO","Number of public paid employees","BI.PWK.PUBS.NO","3257",,,,,,,,"2083",,,,,,"40763",,,,"4752",,,,
"Angola","AGO","Number of public paid employees, by industry: Core Public Administration","BI.PWK.PUBS.NO.CA","442",,,,,,,,"277",,,,,,,,,,,,,,
"Angola","AGO","Number of public paid employees, by industry: Education","BI.PWK.PUBS.NO.ED","614",,,,,,,,"456",,,,,,"5475",,,,,,,,
"Angola","AGO","Number of public paid employees, by industry: Health","BI.PWK.PUBS.NO.HE","315",,,,,,,,"169",,,,,,"562",,,,"2",,,,
"Angola","AGO","Number of public paid employees, by industry: Public Administration","BI.PWK.PUBS.NO.PA","1244",,,,,,,,"623",,,,,,,,,,,,,,
"Angola","AGO","Number of public paid employees, by industry: Public Safety","BI.PWK.PUBS.NO.PS","787",,,,,,,,"324",,,,,,,,,,,,,,
"Angola","AGO","Number of public paid employees, by industry: Social Security","BI.PWK.PUBS.NO.SS","13",,,,,,,,"22",,,,,,"13",,,,,,,,
"Angola","AGO","Number of public paid employees, by occupation: Medical workers","BI.PWK.PUBS.NO.MW","72",,,,,,,,"44",,,,,,,,,,"64",,,,
"Angola","AGO","Number of public paid employees, by occupation: Teachers","BI.PWK.PUBS.NO.TS","324",,,,,,,,"237",,,,,,,,,,"102",,,,
"Angola","AGO","Pay compression ratio in private sector (ratio of 90th/10th percentile earners)","BI.WAG.CPRS.PV.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Pay compression ratio in public sector (ratio of 90th/10th percentile earners)","BI.WAG.CPRS.PB.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Government economist (clerk as reference)","BI.WAG.CPRS.PB.GE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Hospital doctor (clerk as reference)","BI.WAG.CPRS.PB.HD.ZS",,,,,,,,,,,,,,,,,,"9.93346543451042",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Hospital nurse (clerk as reference)","BI.WAG.CPRS.PB.HN.ZS",,,,,,,,,,,,,,,,,,"5.1020188213087",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Judge (clerk as reference)","BI.WAG.CPRS.PB.JU.ZS",,,,,,,,,,,,,,,,,,"11.8548337651868",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Police officer (clerk as reference)","BI.WAG.CPRS.PB.PO.ZS",,,,,,,,,,,,,,,,,,"2.73787894513979",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Primary school teacher (clerk as reference)","BI.WAG.CPRS.PB.PT.ZS",,,,,,,,,,,,,,,,,,"2.8127924753398",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Secondary school teacher (clerk as reference)","BI.WAG.CPRS.PB.ST.ZS",,,,,,,,,,,,,,,,,,"6.81151918910812",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: Senior officials (clerk as reference)","BI.WAG.CPRS.PB.SN.ZS",,,,,,,,,,,,,,,,,,"10.7128854458905",,,,,
"Angola","AGO","Pay compression ratio in public sector, by occupation: University teacher (clerk as reference)","BI.WAG.CPRS.PB.UT.ZS",,,,,,,,,,,,,,,,,,"10.4064876582939",,,,,
"Angola","AGO","Proportion of total employees with tertiary Education working in public sector","BI.EMP.TOTL.PB.TT.ZS","0.568730056285858",,,,,,,,"0.330725640058517",,,,,,"0.28375706076622",,,,,,,,
"Angola","AGO","Public Administration workers, as a share of public formal employees","BI.EMP.FRML.PB.PA.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public Administration workers, as a share of public paid employees","BI.EMP.PWRK.PB.PA.ZS","0.33866411447525",,,,,,,,"0.319512367248535",,,,,,,,,,,,,,
"Angola","AGO","Public Administration workers, as a share of public total employees","BI.EMP.TOTL.PB.PA.ZS","0.33866411447525",,,,,,,,"0.319512367248535",,,,,,,,,,,,,,
"Angola","AGO","Public Safety workers, as a share of public formal employees","BI.EMP.FRML.PB.PS.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public Safety workers, as a share of public paid employees","BI.EMP.PWRK.PB.PS.ZS","0.198371797800064",,,,,,,,"0.197459071874619",,,,,,"0.183087185025215",,,,,,,,
"Angola","AGO","Public Safety workers, as a share of total public employees","BI.EMP.TOTL.PB.PS.ZS","0.198371797800064",,,,,,,,"0.197459071874619",,,,,,"0.183087185025215",,,,,,,,
"Angola","AGO","Public sector employment, as a share of formal employment","BI.EMP.FRML.PB.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of formal employment, by industry: Education","BI.EMP.FRML.PB.ED.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of formal employment, by industry: Health","BI.EMP.FRML.PB.HE.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of formal employment, by occupation: Medical workers","BI.EMP.FRML.PB.MW.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of formal employment, by occupation: Teachers","BI.EMP.FRML.PB.TS.ZS",,,,,,,,,,,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment","BI.EMP.PWRK.PB.ZS","0.425035417079926",,,,,,,,"0.336071640253067",,,,,,"0.219739526510239",,,,"0.426282614469528",,,,
"Angola","AGO","Public sector employment, as a share of paid employment by gender: Female","BI.EMP.PWRK.PB.FE.ZS","0.46974703669548",,,,,,,,"0.305372536182404",,,,,,"0.219095826148987",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment by gender: male","BI.EMP.PWRK.PB.MA.ZS","0.407876551151276",,,,,,,,"0.349627763032913",,,,,,"0.220027148723602",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment by location: rural","BI.EMP.PWRK.PB.RU.ZS","0.49071991443634",,,,,,,,"0.349841147661209",,,,,,"0.230429783463478",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment by location: urban","BI.EMP.PWRK.PB.UR.ZS","0.421699166297913",,,,,,,,"0.324389189481735",,,,,,"0.218385994434357",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment, by industry: Education","BI.EMP.PWRK.PB.ED.ZS",,,,,,,,,"0.662290275096893",,,,,,"0.517632603645325",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment, by industry: Health","BI.EMP.PWRK.PB.HE.ZS",,,,,,,,,"0.612097382545471",,,,,,"0.342265516519547",,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment, by occupation: Medical workers","BI.EMP.PWRK.PB.MW.ZS","0.801300406455994",,,,,,,,"0.592926919460297",,,,,,,,,,"0.561528563499451",,,,
"Angola","AGO","Public sector employment, as a share of paid employment, by occupation: Teachers","BI.EMP.PWRK.PB.TS.ZS",,,,,,,,,"0.65822035074234",,,,,,,,,,,,,,
"Angola","AGO","Public sector employment, as a share of paid employment, by occupational group: Clerks","BI.EMP.PWRK.PB.CK.ZS","0.61128431558609",,,,,,,,"0.393261224031448",,,,,,"0.278751999139786",,,,"0.475042909383774",,,,
